dish_id,calories_x,mass_x,fat_x,carb_x,protein_x,calories_y,mass_y,fat_y,carb_y,protein_y,overhead_rgb_calories,overhead_rgb_mass,overhead_rgb_fat,overhead_rgb_carb,overhead_rgb_protein,overhead_rgb_brightness_minus_calories,overhead_rgb_brightness_minus_mass,overhead_rgb_brightness_minus_fat,overhead_rgb_brightness_minus_carb,overhead_rgb_brightness_minus_protein,overhead_rgb_brightness_plus_calories,overhead_rgb_brightness_plus_mass,overhead_rgb_brightness_plus_fat,overhead_rgb_brightness_plus_carb,overhead_rgb_brightness_plus_protein,overhead_rgb_contrast_minus_calories,overhead_rgb_contrast_minus_mass,overhead_rgb_contrast_minus_fat,overhead_rgb_contrast_minus_carb,overhead_rgb_contrast_minus_protein,overhead_rgb_contrast_plus_calories,overhead_rgb_contrast_plus_mass,overhead_rgb_contrast_plus_fat,overhead_rgb_contrast_plus_carb,overhead_rgb_contrast_plus_protein,overhead_rgb_saturation_minus_calories,overhead_rgb_saturation_minus_mass,overhead_rgb_saturation_minus_fat,overhead_rgb_saturation_minus_carb,overhead_rgb_saturation_minus_protein,overhead_rgb_saturation_plus_calories,overhead_rgb_saturation_plus_mass,overhead_rgb_saturation_plus_fat,overhead_rgb_saturation_plus_carb,overhead_rgb_saturation_plus_protein,calories,mass,fat,carb,protein,side_angle_rgb_calories,side_angle_rgb_mass,side_angle_rgb_fat,side_angle_rgb_carb,side_angle_rgb_protein,side_angle_rgb_brightness_minus_calories,side_angle_rgb_brightness_minus_mass,side_angle_rgb_brightness_minus_fat,side_angle_rgb_brightness_minus_carb,side_angle_rgb_brightness_minus_protein,side_angle_rgb_brightness_plus_calories,side_angle_rgb_brightness_plus_mass,side_angle_rgb_brightness_plus_fat,side_angle_rgb_brightness_plus_carb,side_angle_rgb_brightness_plus_protein,side_angle_rgb_contrast_minus_calories,side_angle_rgb_contrast_minus_mass,side_angle_rgb_contrast_minus_fat,side_angle_rgb_contrast_minus_carb,side_angle_rgb_contrast_minus_protein,side_angle_rgb_contrast_plus_calories,side_angle_rgb_contrast_plus_mass,side_angle_rgb_contrast_plus_fat,side_angle_rgb_contrast_plus_carb,side_angle_rgb_contrast_plus_protein,side_angle_rgb_saturation_minus_calories,side_angle_rgb_saturation_minus_mass,side_angle_rgb_saturation_minus_fat,side_angle_rgb_saturation_minus_carb,side_angle_rgb_saturation_minus_protein,side_angle_rgb_saturation_plus_calories,side_angle_rgb_saturation_plus_mass,side_angle_rgb_saturation_plus_fat,side_angle_rgb_saturation_plus_carb,side_angle_rgb_saturation_plus_protein
dish_1563568338,631.706665,371.0,29.600521,57.599113,38.704674,631.706665,371.0,29.600521,57.599113,38.704674,801.15,489.0,25.971000000000004,109.54499999999999,27.182999999999996,801.15,489.0,25.971000000000004,109.54499999999999,27.182999999999996,1216.05,999.0,32.979,112.35,109.99799999999999,1175.55,777.0,32.769,109.54499999999999,105.54299999999999,1216.05,927.0,32.979,112.35,109.99799999999999,1175.55,777.0,32.769,109.54499999999999,105.54299999999999,1216.05,999.0,32.979,112.35,109.99799999999999,631.706665,371.0,29.600521,57.599113,38.704674,324.23,267.0,10.672,28.112,24.747500000000002,1029.58,736.0,47.803000000000004,87.54399999999998,55.086000000000006,1030.01,1043.0,37.12,117.99600000000001,45.4435,528.83,657.0,10.982,70.51200000000001,27.6075,562.61,584.0,18.2205,62.6865,31.1955,381.0,500.0,10.885,35.255,27.755,424.36,312.0,14.913499999999999,42.6225,24.967000000000002
dish_1563468299,210.350006,385.0,4.129,35.584,10.898,210.350006,385.0,4.129,35.584,10.898,259.12,358.0,0.8660000000000001,55.738,2.5060000000000002,383.8,514.0,7.7780000000000005,65.798,6.53,519.9,847.0,8.306125,87.27799999999999,9.19575,218.28,364.0,7.336000000000001,22.439999999999998,5.936,126.0,150.0,0.45000000000000007,27.45,1.05,386.78000000000003,639.0,7.890125000000001,58.99,7.73975,219.6,358.0,0.8740000000000001,39.83,2.962,210.350006,385.0,4.129,35.584,10.898,424.90000000000003,747.0,1.5061250000000004,83.37799999999999,5.3957500000000005,269.22,541.0,0.9441250000000001,49.768,4.1217500000000005,298.90000000000003,597.0,1.0561250000000002,55.928,4.345750000000001,515.22,891.0,1.7941250000000002,100.41799999999999,6.3717500000000005,298.90000000000003,597.0,1.0561250000000002,55.928,4.345750000000001,298.9,597.0,1.0561250000000002,55.928,4.345750000000001,269.22,541.0,0.944125,49.767999999999994,4.1217500000000005
dish_1565033265,1324.084961,625.0,106.343002,19.202002,76.664001,1324.084961,625.0,106.343002,19.202002,76.664001,190.5,150.0,8.325000000000001,20.25,4.995,190.5,150.0,8.325000000000001,20.25,4.995,190.5,150.0,8.325000000000001,20.25,4.995,0.0,700.0,0.0,0.0,0.0,190.5,150.0,8.325000000000001,20.25,4.995,0.0,700.0,0.0,0.0,0.0,190.5,150.0,8.325000000000001,20.25,4.995,1324.084961,625.0,106.343002,19.202002,76.664001,8.0,750.0,0.05,1.15,0.35,0.0,700.0,0.0,0.0,0.0,30.1,770.0,0.07,5.04,1.61,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,81.9,730.0,6.72,0.42,4.65,8.0,750.0,0.05,1.15,0.35
dish_1563475921,244.343323,348.0,6.723852,27.165054,19.799664,244.343323,348.0,6.723852,27.165054,19.799664,67.18,206.0,0.562,10.36,2.9240000000000004,233.518,212.0,1.4932,49.26219999999999,4.1018,269.68,356.0,1.9120000000000004,53.41,6.674,269.68,356.0,1.9120000000000004,53.41,6.674,269.68,356.0,1.9120000000000004,53.41,6.674,451.18,506.0,4.612,53.41,45.974,443.68,356.0,7.0120000000000005,80.85999999999999,11.774000000000001,244.343323,348.0,6.723852,27.165054,19.799664,685.36,559.0,33.925999999999995,77.56899999999999,8.824,414.0,300.0,6.9,74.69999999999999,11.55,414.0,300.0,6.9,74.69999999999999,11.55,547.12,508.0,7.316000000000001,102.98799999999999,13.006,570.12,608.0,7.416,107.68799999999999,13.946,494.65999999999997,470.0,12.764400000000002,72.54759999999999,18.869999999999997,443.68,356.0,7.0120000000000005,80.85999999999999,11.774000000000001
dish_1561665024,100.570984,121.0,6.984664,8.948565,2.141329,100.570984,121.0,6.984664,8.948565,2.141329,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,40.5,850.0,0.21000000000000005,2.805,4.455000000000001,40.5,850.0,0.21000000000000005,2.805,4.455000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,100.570984,121.0,6.984664,8.948565,2.141329,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,340.0,650.0,25.0,7.0,22.0,0.0,700.0,0.0,0.0,0.0
dish_1563813308,224.982895,76.0,16.446194,3.901661,15.332276,224.982895,76.0,16.446194,3.901661,15.332276,194.62,226.0,11.724,11.144200000000001,5.6576,194.62,226.0,11.724,11.144200000000001,5.6576,291.54,188.0,21.137999999999998,11.8,9.918,139.54,192.0,6.964,10.562800000000001,5.3448,145.32,192.0,6.998,10.695400000000001,5.3108,145.32,192.0,6.997999999999999,10.695400000000001,5.3108,194.62,226.0,11.724,11.144200000000001,5.6576,224.982895,76.0,16.446194,3.901661,15.332276,90.24,158.0,2.238,10.114,4.998,90.24,158.0,2.238,10.114,4.998,90.24,158.0,2.238,10.114,4.998,90.24,158.0,2.238,10.114,4.998,112.8,166.0,2.27,15.114,5.214,90.24,158.0,2.238,10.114,4.998,90.24,158.0,2.238,10.114,4.998
dish_1561062555,47.093922,32.0,3.147569,4.405365,1.027732,47.093922,32.0,3.147569,4.405365,1.027732,8.0,750.0,0.05,1.15,0.35,348.0,1400.0,25.05,8.15,22.35,8.0,750.0,0.05,1.15,0.35,8.0,750.0,0.05,1.15,0.35,8.0,750.0,0.05,1.15,0.35,8.0,750.0,0.05,1.15,0.35,63.08,84.0,4.81,1.7313999999999998,0.6628000000000001,47.093922,32.0,3.147569,4.405365,1.027732,88.21,223.0,5.263199999999999,4.6798,1.7748000000000002,27.52,872.0,0.3672,3.2483999999999997,1.326,0.0,700.0,0.0,0.0,0.0,13.61,767.0,0.186,2.0,0.486,0.0,700.0,0.0,0.0,0.0,8.0,750.0,0.05,1.15,0.35,0.0,700.0,0.0,0.0,0.0
dish_1562691674,376.976868,435.0,11.33825,42.573318,26.482393,376.976868,435.0,11.33825,42.573318,26.482393,536.5,650.0,15.850000000000001,74.30000000000001,14.445,667.0,700.0,25.55,74.50000000000001,24.395,405.0,600.0,11.825000000000001,54.349999999999994,11.85,965.75,825.0,45.67500000000001,74.50000000000001,53.894999999999996,536.5,650.0,15.850000000000001,74.30000000000001,14.445,436.5,300.0,14.700000000000001,61.35,9.045,494.5,500.0,15.700000000000001,66.95,13.245000000000001,376.976868,435.0,11.33825,42.573318,26.482393,414.5,500.0,20.825,32.4,17.595,,,,,,99.02,422.0,0.9172000000000001,13.648399999999999,4.876,190.5,150.0,8.325000000000001,20.25,4.995,360.06,564.0,9.090300000000001,50.382000000000005,10.8216,190.5,150.0,8.325000000000001,20.25,4.995,235.51999999999998,572.0,0.9172000000000001,43.6484,4.876
dish_1566591080,909.629578,549.0,43.513371,19.378721,103.567314,909.629578,549.0,43.513371,19.378721,103.567314,427.08,334.0,15.785,20.8314,44.6078,746.4,660.0,17.823000000000004,20.25,122.65499999999999,245.57999999999998,184.0,13.085,20.8314,5.3078,372.0,300.0,11.025000000000002,20.25,44.294999999999995,190.5,150.0,8.325000000000001,20.25,4.995,245.57999999999998,184.0,13.085,20.8314,5.3078,427.08,334.0,15.785000000000002,20.8314,44.6078,909.629578,549.0,43.513371,19.378721,103.567314,372.0,300.0,11.025000000000002,20.25,44.294999999999995,965.865,732.0,21.3392,67.23140000000001,118.901,768.145,1280.0,16.32,59.373000000000005,90.215,274.35,165.0,14.025000000000002,26.009999999999998,7.0649999999999995,840.75,1375.0,16.825000000000003,20.25,148.29500000000002,564.9,1210.0,15.123000000000001,20.25,83.355,819.0699999999999,925.0,11.433300000000001,56.6014,113.9354
dish_1564082462,905.354492,609.0,32.071827,40.532917,108.82251,905.354492,609.0,32.071827,40.532917,108.82251,1165.85,670.0,64.004,95.039,36.753,465.85,1170.0,24.004,31.438999999999997,24.752999999999997,1165.85,670.0,64.004,95.039,36.753,465.85,1170.0,24.004,31.439,24.753,656.35,620.0,32.329,51.68900000000001,29.747999999999998,807.05,1250.0,41.42,75.455,18.044999999999998,1058.8,320.0,62.584,83.184,30.708,905.354492,609.0,32.071827,40.532917,108.82251,414.3,1084.0,8.450999999999999,58.4488,19.4468,197.0,900.0,2.9,33.1,6.949999999999999,197.0,900.0,2.9,33.1,6.949999999999999,265.5,1100.0,1.3,50.55,9.2,197.0,900.0,2.9,33.1,6.949999999999999,197.0,900.0,2.9,33.1,6.949999999999999,433.82,1206.0,8.7682,60.5472,20.422800000000002
dish_1562602860,165.182281,258.0,5.622155,20.834251,10.206213,165.182281,258.0,5.622155,20.834251,10.206213,372.31,593.0,4.078999999999999,65.19300000000001,9.764,372.31,593.0,4.079,65.193,9.764,372.31,593.0,4.079,65.193,9.764,372.31,593.0,4.079,65.193,9.764,355.8,430.0,10.021999999999998,47.87599999999999,7.962,214.81,413.0,0.8390000000000001,36.033,3.104,372.31,593.0,4.079,65.193,9.764,165.182281,258.0,5.622155,20.834251,10.206213,218.41,421.0,0.863,36.373,3.216,218.41,421.0,0.863,36.373,3.216,218.41,421.0,0.863,36.373,3.216,218.41,421.0,0.863,36.373,3.216,220.81,363.0,0.8890000000000001,40.283,2.954,214.81,413.0,0.8390000000000001,36.033,3.104,263.31,488.0,0.9931250000000001,49.382999999999996,3.70775
dish_1561739954,276.119995,225.0,16.059999,16.556,15.39,276.119995,225.0,16.059999,16.556,15.39,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,205.66,314.0,5.565300000000001,26.582,6.3266,42.0,150.0,0.15,7.35,1.2,202.5,150.0,1.35,43.05,3.75,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,276.119995,225.0,16.059999,16.556,15.39,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,139.11,264.0,0.5853,24.837,3.7716,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,90.06,114.0,0.16529999999999997,18.582,1.9265999999999999,139.11,264.0,0.5853,24.837,3.7716
